,Date,Team,Loc,Opp,WL,RS,RA,Name,ERA,FIP
658,Apr 6,braves,vs,SDP,W,7,6,Blake Snell,6.23,-0.18
659,Apr 7,braves,vs,SDP,L,4,5,Nick Martinez,5.14,4.57
660,Apr 8,braves,vs,SDP,L,1,4,Michael Wacha,6.0,6.28
661,Apr 9,braves,vs,SDP,L,2,10,Seth Lugo,1.29,3.14
662,Apr 10,braves,vs,CIN,W,5,4,Graham Ashcraft,1.29,3.86
663,Apr 11,braves,vs,CIN,W,7,6,Luis Cessa,3.38,4.22
664,Apr 12,braves,vs,CIN,W,5,4,Hunter Greene,5.63,3.91
665,Apr 14,braves,at,KCR,W,10,3,Brady Singer,4.91,4.01
666,Apr 15,braves,at,KCR,W,9,3,Kris Bubic,1.64,1.47
667,Apr 16,braves,at,KCR,W,5,4,Zack Greinke,3.31,4.08
668,Apr 17,braves,at,SDP,W,2,0,Ryan Weathers,2.7,3.18
669,Apr 18,braves,at,SDP,W,8,1,Blake Snell,6.92,6.13
670,Apr 19,braves,at,SDP,L,0,1,Nick Martinez,5.6,6.68
671,Apr 21,braves,vs,HOU,L,4,6,Hunter Brown,1.93,2.75
672,Apr 22,braves,vs,HOU,L,3,6,Framber Valdez,1.8,3.0
673,Apr 23,braves,vs,HOU,L,2,5,Cristian Javier,3.68,4.01
674,Apr 24,braves,vs,MIA,W,11,0,Edward Cabrera,4.08,4.7
675,Apr 25,braves,vs,MIA,W,7,4,Bryan Hoeing,5.412842655433341,4.874726837766857
676,Apr 26,braves,vs,MIA,W,6,4,Sandy Alcantara,5.47,3.45
677,Apr 27,braves,vs,MIA,L,4,5,Braxton Garrett,2.84,2.92
678,Apr 28,braves,at,NYM,W,4,0,David Peterson,7.36,5.54
679,May 1,braves,at,NYM,W,9,8,Denyi Reyes,0.0,2.02
680,May 1,braves,at,NYM,L,3,5,Tylor Megill,3.96,5.92
681,May 2,braves,at,MIA,W,6,0,Sandy Alcantara,5.04,3.75
682,May 3,braves,at,MIA,W,14,6,Braxton Garrett,2.45,2.69
683,May 4,braves,at,MIA,W,6,3,Jesus Luzardo,3.48,3.64
684,May 5,braves,vs,BAL,L,4,9,Dean Kremer,6.67,5.78
685,May 6,braves,vs,BAL,W,5,4,Kyle Bradish,6.14,4.78
686,May 7,braves,vs,BAL,W,3,2,Tyler Wells,3.34,4.94
687,May 9,braves,vs,BOS,W,9,3,Nick Pivetta,4.99,5.4
688,May 10,braves,vs,BOS,L,2,5,Brayan Bello,5.71,5.3
689,May 12,braves,at,TOR,L,0,3,Chris Bassitt,4.28,5.31
690,May 13,braves,at,TOR,L,2,5,Jose Berrios,4.91,3.21
691,May 14,braves,at,TOR,L,5,6,Yusei Kikuchi,3.35,5.01
